m,x,b,y
34,45,-42,1488
27,-38,-48,-1074
-28,49,15,-1357
-27,97,14,-2605
7,-32,66,-158
14,95,60,1390
21,-29,73,-536
-91,-32,85,2997
62,-85,-88,-5358
31,47,46,1503
-67,12,-82,-886
-77,76,74,-5778
-19,79,-51,-1552
-38,-52,-70,1906
33,61,15,2028
95,-14,-92,-1422
20,6,5,125
60,79,-61,4679
-47,15,4,-701
-50,-48,24,2424
-46,49,66,-2188
-88,72,99,-6237
86,86,85,7481
-59,-94,18,5564
-68,-20,8,1368
-12,52,-72,-696
-100,90,-36,-9036
-93,90,30,-8340
-75,-83,-99,6126
71,-4,59,-225
-100,10,15,-985
19,-30,86,-484
-36,-38,25,1393
96,-94,-52,-9076
13,-25,73,-252
82,-22,-53,-1857
81,17,-2,1375
-30,-95,-68,2782
77,78,61,6067
43,97,55,4226
41,96,-97,3839
-81,33,39,-2634
30,-22,19,-641
-83,34,82,-2740
-34,-71,18,2432
-56,62,-51,-3523
-77,96,56,-7336
88,-51,64,-4424
-52,-17,21,905
75,65,-11,4864
92,-20,19,-1821
-95,15,-47,-1472
54,18,37,1009
1,92,-51,41
62,54,37,3385
-67,48,-81,-3297
-57,19,-28,-1111
-99,46,-88,-4642
-2,-92,30,214
67,73,-76,4815
80,97,53,7813
18,80,-39,1401
-83,-11,52,965
58,8,87,551
-88,6,52,-476
-85,-6,31,541
73,51,-5,3718
9,-98,-93,-975
-88,-88,-74,7670
60,-100,10,-5990
-76,-85,44,6504
-21,-94,-9,1965
-89,-96,-87,8457
3,19,-26,31
97,-48,-43,-4699
49,18,-34,848
-9,71,53,-586
-56,-55,42,3122
-40,-86,-74,3366
-32,76,99,-2333
57,-45,-41,-2606
-77,-66,8,5090
44,-91,84,-3920
90,42,60,3840
-46,-72,-37,3275
-46,-54,-81,2403
-64,-75,40,4840
67,-83,3,-5558
40,20,-9,791
-81,90,-3,-7293
43,69,-48,2919
84,-8,-71,-743
56,100,49,5649
-49,-13,30,667
11,89,-79,900
-10,25,36,-214
-36,30,-73,-1153
-93,-36,-83,3265
-78,100,-86,-7886
-87,-56,5,4877
-12,84,28,-980
67,96,71,6503
-62,65,-19,-4049
86,-59,-97,-5171
-68,-65,-43,4377
-36,76,49,-2687
64,39,-69,2427
8,66,22,550
84,74,75,6291
-36,-45,-40,1580
2,-50,-10,-110
-67,-26,-85,1657
-34,-43,40,1502
-52,71,-42,-3734
43,75,-82,3143
96,-55,44,-5236
11,-77,9,-838
56,-64,51,-3533
-66,-92,50,6122
51,-22,-44,-1166
9,3,5,32
43,-20,-32,-892
63,61,-57,3786
-11,-72,36,828
77,-19,-27,-1490
76,-1,-18,-94
-35,47,66,-1579
-99,20,-52,-2032
73,-85,-85,-6290
-87,-47,-14,4075
-10,4,93,53
40,-62,-81,-2561
-98,-27,-68,2578
-97,-85,87,8332
-80,30,35,-2365
-45,34,3,-1527
7,-52,-14,-378
29,-47,-27,-1390
-6,-74,65,509
-48,26,-2,-1250
88,23,79,2103
43,-26,49,-1069
55,6,-93,237
-74,27,48,-1950
31,29,-12,887
-54,-35,-77,1813
-25,22,-39,-589
-44,17,13,-735
50,58,-24,2876
40,33,-39,1281
95,-53,-51,-5086
86,-10,43,-817
-48,-77,-42,3654
-32,-40,-55,1225
94,-35,-96,-3386
20,76,97,1617
-43,73,-35,-3174
-8,-5,99,139
-66,-92,-56,6016
45,-62,-88,-2878
-1,54,-99,-153
-34,1,10,-24
96,-92,32,-8800
-82,30,12,-2448
66,-69,-68,-4622
-36,-20,54,774
100,52,-80,5120
5,-25,-87,-212
-78,74,100,-5672
28,-44,39,-1193
-83,27,-95,-2336
60,-77,-16,-4636
-55,91,8,-4997
-62,-18,-61,1055
-65,-95,-41,6134
-71,-37,-7,2620
-62,35,36,-2134
56,-10,78,-482
22,25,70,620
96,91,12,8748
-1,94,90,-4
-72,96,-82,-6994
94,-81,-23,-7637
19,41,-17,762
-16,-86,3,1379
-47,-93,84,4455
27,28,-62,694
-38,-24,61,973
-93,-51,54,4797
99,-87,-45,-8658
-19,56,28,-1036
79,83,37,6594
-84,-3,-9,243
100,93,-37,9263
-88,23,-75,-2099
4,41,-45,119
17,49,55,888
32,-10,68,-252
-7,-71,28,525
8,-100,-49,-849
4,-35,-11,-151
73,18,23,1337
-40,-87,-35,3445
87,46,14,4016
26,79,-36,2018
20,68,-56,1304
-76,-52,-13,3939
69,52,53,3641
-40,-54,94,2254
-60,-31,-21,1839
-88,53,-24,-4688
19,62,35,1213
65,-48,-19,-3139
-61,78,-70,-4828
-30,-24,-14,706
-1,96,35,-61
-42,-70,-18,2922
-61,-8,19,507
-10,-23,-56,174
-92,-53,-52,4824
63,23,55,1504
-91,-81,27,7398
50,-30,100,-1400
10,-46,87,-373
45,-28,47,-1213
-61,55,79,-3276
60,-64,-88,-3928
15,45,-70,605
59,-26,-51,-1585
-30,83,-11,-2501
75,-32,29,-2371
14,-68,48,-904
-73,-67,-13,4878
-4,29,56,-60
-23,43,60,-929
22,15,-50,280
3,73,70,289
-24,64,23,-1513
15,-16,60,-180
74,59,-18,4348
-63,26,-98,-1736
81,-11,73,-818
54,-5,-34,-304
66,4,43,307
-79,70,81,-5449
-77,-81,-9,6228
99,37,-13,3650
26,-35,63,-847
100,-64,-66,-6466
-91,-9,-96,723
-64,54,9,-3447
-3,-58,-52,122
-88,76,-49,-6737
-62,-82,-14,5070
-19,75,-80,-1505
-52,-40,72,2152
62,26,68,1680
11,-27,-30,-327
9,-27,30,-213
13,45,-31,554
-20,-76,-75,1445
57,67,-84,3735
60,-23,-27,-1407
-6,73,43,-395
25,61,84,1609
-37,46,-41,-1743
30,18,-77,463
78,-74,-24,-5796
-88,-27,-82,2294
-79,48,37,-3755
94,36,-15,3369
-75,8,-12,-612
-76,54,-18,-4122
97,-59,26,-5697
-9,-89,-17,784
65,-19,95,-1140
-40,-76,-48,2992
6,-55,29,-301
-93,-23,94,2233
95,-23,-40,-2225
49,-92,-73,-4581
-84,-50,39,4239
-7,-73,-83,428
-25,-53,13,1338
24,98,98,2450
-42,64,12,-2676
-84,-70,84,5964
81,-27,-84,-2271
70,19,-46,1284
26,80,-99,1981
0,31,-68,-68
42,65,-63,2667
13,-31,16,-387
56,53,-19,2949
-21,-69,55,1504
53,-58,63,-3011
-16,68,30,-1058
-100,-40,11,4011
8,-20,44,-116
38,69,-44,2578
28,-96,2,-2686
15,-10,75,-75
-44,25,-19,-1119
37,-64,81,-2287
-45,-23,-6,1029
-8,48,61,-323
97,4,-66,322
35,-69,-85,-2500
-17,46,-48,-830
16,13,-39,169
82,54,-51,4377
-57,64,77,-3571
-75,-18,76,1426
34,39,-28,1298
-32,81,28,-2564
72,44,-85,3083
42,19,11,809
14,19,10,276
-7,-39,-58,215
-82,91,-61,-7523
-8,53,-28,-452
77,-68,71,-5165
97,88,11,8547
-99,79,16,-7805
-11,-68,72,820
51,35,-72,1713
-10,41,-79,-489
58,-93,7,-5387
-55,-70,-53,3797
-99,60,36,-5904
-17,-33,-1,560
61,48,80,3008
22,70,-59,1481
95,-57,28,-5387
-68,-64,70,4422
43,95,80,4165
86,-67,11,-5751
-39,-88,54,3486
-65,-81,49,5314
0,-85,79,79
-92,-43,80,4036
15,-4,98,38
-1,-10,-98,-88
-40,-19,23,783
8,-53,-41,-465
-48,52,52,-2444
97,-11,80,-987
96,78,91,7579
-80,-69,-39,5481
-19,83,0,-1577
-59,-56,31,3335
-37,-11,87,494
-32,37,3,-1181
28,-16,-69,-517
70,82,-61,5679
-5,-72,87,447
23,65,32,1527
-43,-35,-38,1467
-26,45,18,-1152
-7,-61,37,464
75,-46,18,-3432
-74,98,22,-7230
-99,64,-62,-6398
46,-50,-95,-2395
-78,1,-24,-102
71,-77,-71,-5538
53,-53,-47,-2856
58,-52,79,-2937
45,90,61,4111
26,-35,-24,-934
-26,2,93,41
-41,76,-60,-3176
76,22,-52,1620
36,-52,-68,-1940
93,-85,-89,-7994
-17,4,-64,-132
-56,-99,93,5637
-92,-95,-16,8724
37,-22,-79,-893
22,18,75,471
82,90,45,7425
53,-25,-79,-1404
-14,99,1,-1385
75,-32,-31,-2431
62,-28,-65,-1801
-16,97,88,-1464
67,68,-53,4503
-24,9,-22,-238
84,-74,81,-6135
17,-27,92,-367
-36,35,92,-1168
-78,-56,-11,4357
31,-62,-3,-1925
22,-31,72,-610
-93,-67,-15,6216
82,33,19,2725
83,-45,-42,-3777
24,10,47,287
-31,-43,1,1334
98,-44,90,-4222
58,-24,16,-1376
-24,-92,-25,2183
-49,-28,98,1470
-58,78,58,-4466
0,-20,5,5
70,-54,87,-3693
-79,-18,77,1499
87,-79,98,-6775
-70,-86,-36,5984
95,-42,-84,-4074
79,62,-55,4843
-100,-67,43,6743
56,46,-39,2537
-94,43,92,-3950
8,10,-30,50
-58,-88,41,5145
69,-57,-72,-4005
44,-23,-18,-1030
-98,-96,-99,9309
55,58,-13,3177
-56,-88,-34,4894
46,-43,31,-1947
-80,-91,-21,7259
-22,92,-40,-2064
-64,-74,41,4777
65,20,-90,1210
8,-54,-56,-488
-87,72,63,-6201
-20,63,-77,-1337
87,-78,-74,-6860
-49,-13,-99,538
84,55,45,4665
24,47,-20,1108
26,40,-16,1024
-75,-83,-83,6142
-2,96,-81,-273
-40,39,-67,-1627
-88,78,-49,-6913
-77,37,-28,-2877
-11,-86,-48,898
-85,70,-46,-5996
-29,-82,4,2382
-88,37,35,-3221
14,-56,83,-701
-15,48,-31,-751
-2,93,81,-105
-11,-70,95,865
38,41,-28,1530
66,20,58,1378
97,47,84,4643
-2,15,-44,-74
63,-13,99,-720
-29,66,29,-1885
-49,-9,5,446
-12,3,88,52
-60,-55,-94,3206
79,53,91,4278
-85,-19,-46,1569
-89,58,38,-5124
77,69,67,5380
57,75,82,4357
28,-7,61,-135
-92,71,72,-6460
-15,19,-55,-340
76,-77,56,-5796
-84,-40,-59,3301
-95,3,5,-280
-50,-33,46,1696
-41,-78,-66,3132
-89,96,83,-8461
-37,-73,-74,2627
93,-43,74,-3925
-96,44,42,-4182
71,13,100,1023
-21,-43,-87,816
57,80,8,4568
-69,-60,-4,4136
-82,77,51,-6263
-38,2,-36,-112
22,57,-20,1234
-14,-12,37,205
70,-85,43,-5907
62,54,-99,3249
92,-54,-56,-5024
-72,58,20,-4156
44,18,60,852
-51,6,-99,-405
74,-93,-87,-6969
-81,-37,3,3000
-66,-34,8,2252
-53,65,-40,-3485
-46,94,-30,-4354
-74,88,-88,-6600
66,-37,28,-2414
-59,73,-94,-4401
32,9,-34,254
-9,-6,70,124
99,49,73,4924
73,-21,11,-1522
85,-15,-19,-1294
23,-88,100,-1924
31,-70,70,-2100
68,25,10,1710
-29,68,56,-1916
0,90,-75,-75
-16,27,7,-425
-50,53,20,-2630
92,-63,8,-5788
54,-61,-25,-3319
-51,-27,9,1386
-10,85,-46,-896
14,34,41,517
56,-54,-61,-3085
92,44,38,4086
85,-62,73,-5197
-63,-62,82,3988
39,-56,-93,-2277
57,-19,-52,-1135
48,12,-7,569
85,-79,-61,-6776
58,-63,-49,-3703
55,-94,32,-5138
2,-19,-32,-70
-97,88,85,-8451
7,-59,31,-382
94,54,96,5172
-33,75,-37,-2512
67,-30,-57,-2067
96,-27,-34,-2626
-67,63,54,-4167
-96,77,90,-7302
-19,-4,-86,-10
26,-7,70,-112
68,77,76,5312
-28,41,-29,-1177
49,44,-51,2105
52,-56,21,-2891
70,6,75,495
87,-90,27,-7803
-11,69,-76,-835
-40,34,83,-1277
-11,-12,98,230
-88,99,89,-8623
-45,9,5,-400
-28,75,-91,-2191
66,83,72,5550
-73,-74,-56,5346
-61,63,95,-3748
-18,12,-17,-233
-96,-23,-94,2114
26,-71,94,-1752
-62,-70,-1,4339
-33,100,46,-3254
85,-15,0,-1275
27,8,-70,146
90,3,-47,223
-66,16,81,-975
-95,49,-73,-4728
-66,-20,-49,1271
98,27,-8,2638
13,6,-24,54
90,-87,4,-7826
41,88,34,3642
34,50,-90,1610
-20,-68,-56,1304
88,-37,69,-3187
37,-90,-49,-3379
-1,5,56,51
80,35,-51,2749
-16,58,67,-861
-73,38,-96,-2870
-7,-35,54,299
55,-41,31,-2224
-58,-62,23,3619
89,-41,22,-3627
11,51,17,578
66,-51,33,-3333
13,30,-27,363
35,-59,86,-1979
100,-68,-71,-6871
-49,-18,84,966
-3,32,22,-74
6,-99,68,-526
-25,-82,24,2074
6,-80,-33,-513
-93,-87,8,8099
-96,-41,16,3952
-19,74,-85,-1491
24,-67,72,-1536
52,-20,-91,-1131
-35,-24,11,851
60,-63,-95,-3875
-36,78,-69,-2877
-66,17,2,-1120
8,10,67,147
33,-45,39,-1446
21,-80,-37,-1717
-76,70,99,-5221
38,98,70,3794
-34,60,91,-1949
-65,-11,96,811
99,85,7,8422
-10,-87,2,872
-15,73,-22,-1117
72,12,-100,764
15,-81,-97,-1312
24,-8,76,-116
28,-32,82,-814
11,-20,-67,-287
-7,-9,17,80
-34,-42,-9,1419
36,-6,-86,-302
94,45,74,4304
39,-94,-44,-3710
23,-8,71,-113
38,-80,-53,-3093
72,28,-62,1954
-66,-74,8,4892
-96,41,-95,-4031
-86,53,76,-4482
-72,4,-76,-364
-76,-33,31,2539
-94,84,82,-7814
-51,68,-27,-3495
-94,-99,-49,9257
5,-94,41,-429
-98,-56,86,5574
-11,-34,88,462
7,99,96,789
82,81,-4,6638
6,-18,53,-55
-4,93,-31,-403
-85,-31,15,2650
-90,-22,-96,1884
77,-35,-54,-2749
-34,-50,100,1800
-26,-62,40,1652
86,93,-20,7978
-54,56,-93,-3117
42,99,64,4222
-53,8,0,-424
8,89,-98,614
-70,66,24,-4596
64,28,-94,1698
-92,51,63,-4629
-76,-80,-4,6076
41,3,99,222
-37,68,1,-2515
-93,-92,73,8629
33,-3,-82,-181
71,-33,56,-2287
-51,42,-99,-2241
-45,81,-50,-3695
68,56,-49,3759
95,66,-45,6225
1,-88,-80,-168
12,-11,-8,-140
77,-21,-77,-1694
79,-96,19,-7565
-66,-87,-74,5668
75,-35,41,-2584
37,-78,-85,-2971
-21,26,77,-469
3,32,77,173
-57,-29,99,1752
99,-71,-76,-7105
-40,-33,36,1356
-55,-13,-47,668
8,-69,-82,-634
-74,-20,-44,1436
95,78,-97,7313
-12,-85,-18,1002
-37,66,-33,-2475
-44,17,35,-713
-14,25,-97,-447
42,-27,-100,-1234
28,-47,-95,-1411
82,89,-51,7247
51,-53,92,-2611
-65,80,100,-5100
-92,15,-1,-1381
38,66,59,2567
-93,-34,-65,3097
16,-97,65,-1487
19,-90,80,-1630
-31,-89,-30,2729
-63,-87,-10,5471
-69,-3,-82,125
8,-35,-98,-378
38,66,-50,2458
-14,-5,56,126
39,91,37,3586
-80,11,82,-798
26,33,61,919
86,-43,32,-3666
-19,-1,26,45
-35,-49,84,1799
-72,79,-62,-5750
-17,-20,-85,255
-35,-49,8,1723
25,20,-13,487
71,44,-34,3090
-31,-51,-20,1561
12,26,54,366
73,11,-11,792
-7,39,-76,-349
77,41,-28,3129
73,-45,-61,-3346
59,18,44,1106
-65,-2,96,226
87,-84,70,-7238
-25,95,48,-2327
-99,-54,-20,5326
90,28,5,2525
-97,30,60,-2850
34,64,99,2275
40,-56,-10,-2250
56,-29,79,-1545
-3,65,-87,-282
-25,44,-9,-1109
-42,40,5,-1675
27,45,-47,1168
7,66,-82,380
75,-28,14,-2086
-28,4,-61,-173
-56,-16,39,935
14,15,18,228
-19,86,71,-1563
-86,-91,56,7882
61,62,-93,3689
-71,-5,3,358
86,-39,-89,-3443
-39,82,-74,-3272
24,-58,-28,-1420
88,96,-70,8378
100,-60,-75,-6075
31,-60,-80,-1940
17,49,36,869
-74,80,71,-5849
-60,32,-22,-1942
-34,-50,-71,1629
38,-94,56,-3516
49,-98,-10,-4812
51,-80,36,-4044
-98,-36,-100,3428
45,6,31,301
-35,67,-12,-2357
-87,-35,16,3061
-89,-16,64,1488
-86,29,-82,-2576
-45,85,44,-3781
78,10,-100,680
34,64,-45,2131
36,45,67,1687
11,-26,18,-268
-71,10,13,-697
7,10,75,145
-24,100,-88,-2488
97,56,61,5493
-65,60,-66,-3966
82,39,-37,3161
7,48,-25,311
69,34,-65,2281
86,-47,-80,-4122
-88,-7,-52,564
53,-53,82,-2727
95,-5,-82,-557
-55,-62,-25,3385
-35,55,-23,-1948
-83,21,73,-1670
50,-98,82,-4818
-29,-90,-45,2565
-32,-45,4,1444
20,-64,76,-1204
-75,-50,-20,3730
63,33,76,2155
57,-60,17,-3403
88,-3,-24,-288
42,74,63,3171
74,-59,-12,-4378
73,-13,-12,-961
-37,-81,-29,2968
-16,94,30,-1474
-54,-35,-55,1835
-28,-35,64,1044
-59,-36,-50,2074
-50,-88,-7,4393
63,27,5,1706
83,-66,-62,-5540
36,7,13,265
-90,-67,-59,5971
85,90,-27,7623
45,50,2,2252
100,-55,24,-5476
-75,-67,-99,4926
78,29,-65,2197
21,70,-90,1380
37,-62,52,-2242
69,30,85,2155
-17,-74,-15,1243
95,-57,56,-5359
-72,-63,7,4543
63,-41,4,-2579
3,-11,-8,-41
47,-10,8,-462
5,13,39,104
96,-85,8,-8152
-27,-100,-6,2694
-71,-75,-4,5321
-9,-33,-2,295
28,-93,81,-2523
-66,-74,98,4982
12,-85,75,-945
67,-82,-25,-5519
19,63,37,1234
5,-92,-4,-464
-77,60,72,-4548
39,-57,-53,-2276
91,70,69,6439
-52,12,98,-526
66,46,-32,3004
-97,-96,80,9392
-86,58,-19,-5007
35,57,-57,1938
73,27,-100,1871
18,69,20,1262
60,-92,40,-5480
-40,-18,-54,666
-61,40,-82,-2522
-44,-16,-90,614
20,-94,33,-1847
-67,-46,50,3132
-74,-68,48,5080
80,21,50,1730
30,-67,11,-1999
-11,39,-80,-509
59,70,62,4192
-9,-14,-10,116
-49,42,60,-1998
85,61,-40,5145
88,59,99,5291
-29,-59,-20,1691
-51,-63,-93,3120
22,37,-31,783
-34,-54,93,1929
11,83,-88,825
5,33,9,174
78,22,65,1781
-12,-86,89,1121
-63,78,43,-4871
34,-5,-39,-209
77,0,85,85
-45,-25,71,1196
-8,-69,92,644
81,-90,-88,-7378
22,-80,79,-1681
71,-43,76,-2977
94,35,-68,3222
38,42,-14,1582
-33,-45,80,1565
28,12,64,400
80,-4,97,-223
35,71,57,2542
77,2,-70,84
6,81,-79,407
-85,80,28,-6772
73,58,13,4247
-1,-89,-77,12
15,2,68,98
-9,63,-49,-616
42,78,67,3343
21,-39,-78,-897
-10,-1,66,76
21,-43,-100,-1003
30,-69,54,-2016
42,15,59,689
14,48,42,714
70,-97,17,-6773
78,-24,-17,-1889
29,-48,18,-1374
-16,-10,-45,115
54,96,-93,5091
45,51,45,2340
37,-48,-53,-1829
56,-30,-34,-1714
-24,-71,83,1787
-17,23,40,-351
86,-100,57,-8543
-73,83,-28,-6087
-48,43,-74,-2138
38,-80,29,-3011
89,2,93,271
-19,35,83,-582
93,-8,25,-719
38,-58,-24,-2228
-29,-79,72,2363
7,-24,-89,-257
-30,-90,41,2741
-46,-14,-19,625
40,65,37,2637
11,0,-35,-35
27,-74,-45,-2043
-80,-54,-13,4307
-27,26,-36,-738
-2,-54,-41,67
8,-22,30,-146
13,-44,-52,-624
-75,35,-98,-2723
-26,-48,24,1272
-64,6,76,-308
-50,59,21,-2929
-90,84,45,-7515
45,-51,-35,-2330
63,98,60,6234
7,-29,33,-170
4,-88,-67,-419
0,5,71,71
84,-98,5,-8227
90,-69,30,-6180
97,89,87,8720
29,19,-30,521
5,27,36,171
-11,68,83,-665
-30,-65,76,2026
-96,50,6,-4794
36,-7,4,-248
85,-77,-49,-6594
-7,44,-33,-341
-45,-99,51,4506
35,7,-25,220
55,23,-11,1254
-50,-70,-84,3416
37,51,-66,1821
8,-78,81,-543
-4,84,73,-263
-94,73,-78,-6940
17,-65,63,-1042
-19,45,93,-762
84,33,-13,2759
-71,3,32,-181
-11,-75,59,884
-95,-34,-83,3147
37,-25,61,-864
-51,-40,81,2121
61,-22,59,-1283
76,42,-43,3149
-19,6,54,-60
-49,-31,4,1523
41,68,19,2807
-53,9,66,-411
8,66,100,628
31,-71,71,-2130
-72,37,-87,-2751
-29,-34,-25,961
-47,47,38,-2171
34,32,8,1096
-98,55,-76,-5466
99,-16,-64,-1648
22,45,13,1003
7,68,-67,409
-64,-54,-39,3417
-94,79,92,-7334
75,44,88,3388
-86,-35,-47,2963
-65,28,22,-1798
-40,74,22,-2938
-15,34,60,-450
9,99,-41,850
-91,81,37,-7334
34,-28,-4,-956
-57,-16,91,1003
100,-67,-66,-6766
48,17,18,834
-28,48,87,-1257
77,86,66,6688
21,-31,64,-587
89,50,39,4489
27,-81,-26,-2213
50,31,-29,1521
-94,87,-62,-8240
52,81,-23,4189
72,6,84,516
50,-9,-46,-496
68,39,-62,2590
-51,-96,69,4965
6,-1,70,64
-19,23,-42,-479
-87,-33,31,2902
21,-75,-82,-1657
-4,78,-64,-376
-91,-54,-94,4820
68,-85,39,-5741
-29,15,-4,-439
-22,41,75,-827
58,-90,-19,-5239
-8,-68,-86,458
-70,-71,-91,4879
-84,-17,-44,1384
57,-73,84,-4077
40,70,15,2815
-58,-45,12,2622
-12,-25,-60,240
5,-54,-30,-300
35,-62,10,-2160
59,-12,-50,-758
-91,-76,0,6916
31,94,42,2956
-42,-98,-72,4044
-72,16,-14,-1166
-41,93,47,-3766
-19,51,8,-961
-24,-2,-42,6
-83,-89,40,7427
46,62,-5,2847
5,-56,36,-244
29,34,33,1019
-51,-57,13,2920
-86,83,-72,-7210
45,44,-5,1975
59,-80,3,-4717
-41,-74,-94,2940
84,-42,37,-3491
68,-83,70,-5574
-90,-61,0,5490
-93,14,31,-1271
9,18,-37,125
8,-82,56,-600
43,34,22,1484
9,-50,63,-387
-85,69,40,-5825
61,-12,-96,-828
61,-86,41,-5205
87,-87,-5,-7574
48,-86,-90,-4218
8,-100,-23,-823
1,50,34,84
7,67,78,547
-69,-63,26,4373
-65,94,33,-6077
61,-70,-46,-4316
-91,40,82,-3558
-2,67,-39,-173
-87,-49,70,4333
27,79,-4,2129
78,75,48,5898
40,95,7,3807
-61,-72,-80,4312
66,73,-31,4787
-79,8,53,-579
-19,57,57,-1026
61,74,78,4592
53,82,48,4394
-31,-29,17,916
-70,-97,-49,6741
89,78,-18,6924
17,-28,29,-447
-48,-21,-5,1003
92,-97,48,-8876
18,-47,-53,-899
42,-58,61,-2375
-20,41,79,-741
62,79,-80,4818
57,-64,74,-3574
-85,-3,78,333
87,6,28,550
-19,81,79,-1460
68,-48,83,-3181
53,-11,27,-556
-74,67,-29,-4987
68,-87,-40,-5956
33,50,6,1656
-23,1,85,62
68,-36,-79,-2527
-12,-52,-2,622
83,76,-40,6268
98,-59,34,-5748
21,-29,-49,-658
-59,68,70,-3942
-48,83,85,-3899
69,-85,-67,-5932
-22,-42,71,995
-64,-69,-51,4365
43,16,-38,650
40,-29,-17,-1177
92,-19,65,-1683
78,64,-59,4933
-24,-98,80,2432
-86,23,-68,-2046
2,-64,3,-125
40,-49,-94,-2054
-88,-82,-75,7141
91,-30,-26,-2756
60,24,94,1534
-64,48,68,-3004
51,-9,-30,-489
66,97,58,6460
-79,-42,-53,3265
-95,38,-78,-3688
-54,51,-86,-2840
8,82,-7,649
-13,-60,51,831
-4,26,62,-42
-85,24,39,-2001
41,-42,-83,-1805
-23,-95,-28,2157
-16,73,-72,-1240
-54,-11,29,623
9,81,-62,667
53,-45,-80,-2465
38,74,63,2875
-68,6,67,-341
85,-65,83,-5442
-40,-79,72,3232
42,-34,-43,-1471
-80,-24,61,1981
3,19,-28,29
21,-6,65,-61
-36,35,-12,-1272
42,67,-17,2797
-43,0,-20,-20
-13,44,-93,-665
69,98,100,6862
-19,22,71,-347
50,53,37,2687
99,-65,-90,-6525
-80,-54,-96,4224
-89,-83,-25,7362
-85,-37,-41,3104
92,17,65,1629
36,25,55,955
47,22,-58,976
-56,79,-88,-4512
67,80,-18,5342
-23,85,-35,-1990
-32,57,-11,-1835
84,16,-72,1272
89,-47,85,-4098
-49,-24,-18,1158
63,38,11,2405
-71,-11,96,877
-71,-45,-57,3138
-50,27,21,-1329
-85,45,-65,-3890
-69,-50,41,3491
-56,-9,38,542
-70,-32,29,2269
-34,66,19,-2225
-95,-52,59,4999
-50,-71,-1,3549
11,-82,0,-902
33,-37,-62,-1283
-22,52,-22,-1166
20,-68,69,-1291
84,-55,48,-4572
82,8,-44,612
6,-59,72,-282
39,53,-46,2021
65,11,-97,618
-9,-53,58,535
47,-44,43,-2025
-79,-18,71,1493
32,22,-37,667
76,-60,43,-4517
35,-10,15,-335
-30,64,-72,-1992
91,-37,25,-3342
-12,86,-55,-1087
-40,-32,-68,1212
-59,46,-69,-2783
-61,16,65,-911
62,36,-16,2216
52,-100,21,-5179
-27,85,91,-2204
-97,-92,-30,8894
-29,-6,-70,104
94,-88,30,-8242
25,66,-67,1583
25,1,-60,-35
8,79,14,646
-1,30,74,44
91,-11,30,-971
18,77,-57,1329
73,8,-9,575
-16,77,3,-1229
-74,28,-90,-2162
60,-17,81,-939
-87,48,69,-4107
-82,50,-23,-4123
11,47,67,584
-75,33,86,-2389
-52,-27,30,1434
54,36,-77,1867
68,-64,-37,-4389
-31,92,-97,-2949
91,-89,13,-8086
86,-6,-87,-603
-5,-72,-62,298
92,-47,-14,-4338
77,79,-18,6065
-47,5,-71,-306
-48,39,-45,-1917
-30,98,-89,-3029
66,-88,6,-5802
77,52,18,4022
-31,51,-25,-1606
-26,-41,75,1141
-29,49,-42,-1463
-80,-18,11,1451
99,18,91,1873
18,-8,33,-111
-56,20,-59,-1179
-73,37,-9,-2710
26,-83,53,-2105
87,49,-11,4252
-82,-75,-18,6132
-4,32,77,-51
-62,-68,72,4288
31,-28,3,-865
60,5,-26,274
68,86,74,5922
63,80,58,5098
-78,11,18,-840
-5,21,-86,-191
-41,99,10,-4049
-62,30,-20,-1880
-43,85,-54,-3709
20,4,71,151
-12,-88,-33,1023
97,-79,-16,-7679
-8,80,-59,-699
-9,25,71,-154
47,-74,-76,-3554
-75,-14,46,1096
72,-59,-39,-4287
-54,16,-99,-963
12,-75,-60,-960
59,-82,77,-4761
37,61,12,2269
11,-46,56,-450
-79,-43,-37,3360
41,-98,-11,-4029
-63,-78,88,5002
44,-21,38,-886
-43,-22,-32,914
74,-45,15,-3315
31,82,43,2585
91,-38,52,-3406
-62,13,92,-714
-38,72,-47,-2783
-84,-57,67,4855
-65,-59,30,3865
-89,4,-10,-366
47,-14,14,-644
87,37,55,3274
86,-40,-86,-3526
57,23,-44,1267
-97,-94,-70,9048
17,20,15,355
86,11,-38,908
-79,28,81,-2131
-16,52,-13,-845
41,16,4,660
62,99,63,6201
-76,-1,-80,-4
50,-45,7,-2243
6,52,80,392
43,79,47,3444
26,-72,52,-1820
-57,23,-53,-1364
35,-66,14,-2296
-70,28,-43,-2003
34,-53,-35,-1837
-15,18,-86,-356
44,-10,17,-423
10,-35,64,-286
-21,43,-30,-933
-49,95,-32,-4687
76,62,92,4804
22,49,-40,1038
49,19,-48,883
10,36,38,398
-35,-12,65,485
66,-70,100,-4520
-35,96,62,-3298
-81,35,-13,-2848
-76,-16,-54,1162
-14,6,-13,-97
15,89,-40,1295
83,38,-23,3131
-91,32,-68,-2980
-1,55,11,-44
-25,-24,99,699
-35,-26,-83,827
-53,77,70,-4011
49,78,-29,3793
19,-36,68,-616
-23,-43,-85,904
64,-53,14,-3378
42,22,-80,844
93,-62,7,-5759
61,70,-66,4204
-80,-56,83,4563
53,-43,-36,-2315
81,-91,-40,-7411
5,-84,-64,-484
-76,-50,-60,3740
-8,-87,51,747
99,-18,-22,-1804
75,-93,18,-6957
10,-20,40,-160
